	Sentence	Level
2206	Did you buy something yesterday? 	A
2207	 Did you find it? 	A
2208	And when did you go shopping last? 	A
2209	When I arrived, the weather was horrible. 	A
2210	 I think I left it in the kitchen when I fell on the slippery floor. 	A
2211	I convinced some of my friends to come with me even if they don't like rap music. 	B
2212	Previously I faced many failures but I never gave up. 	B
2213	The cameraman filmed us during a lesson and later, walking to the playground. 	B
2214	I didn't realise I had lost the ring till I was at home. 	B
2215	I didn't trust him. 	B
2216	we had one in the garage that we did not use. 	B
2217	Did you receive my present? 	B
2218	How did you spend your weekend? 	B
2219	Why didn't he call me? 	B
2220	We arranged to meet each other next Tuesday at 11 o'clock, didn't we? 	B
2221	Didn't you spend your last holiday with them as well? 	B
2222	he always seemed so confident to me! 	B
2223	we always talked during the class. 	B
2224	It would be better if you spent some time in the fresh air with your friends or walking in a park. 	B
2225	If you wanted to do some outdoor activities, we could go fishing or even walking through the green fields.	B
2226	I remember her as a shy girl, but I read she became a manager, she went on lots of trips, she met a lot of new friends, she got married and then she got divorced. 	B
2227	We met at 9 in the morning and decided to go to the seven lakes, a very wonderful place not far from the centre of the town: lots of trees, lots of flowers and very fresh air. 	B
2228	We waited for the suitcase for two days and then we bought new dresses. 	B
2229	I wish that you were here, cycling with us. 	B
2230	I wish you were here with me. I wish we were together. 	B
2231	I wish weekends lasted five days. 	B
2232	I didn't hesitate and went there straight away. 	B
2233	I'm sure it wasn't my fault as I didn't switch anything on or off at that moment. 	B
2234	? we really enjoyed our holiday even though things did not turn out they way we planned. 	B
2235	Are you still looking for a job or did you succeed in finding one? 	B
2236	When did you last see your wife and your children? 	B
2237	It was great to have met you, and we certainly had a terrific time together, didn't we? 	B
2238	Didn't you tell me that you had to go to Orleans today? 	B
2239	Why didn't you say something about it? 	B
2240	as soon as we went down to around 15 metres in depth, we saw a lot of coloured fish. 	B
2241	I told you about that terrible hotel I had stayed in before I came to visit you. 	B
2242	Once he got inside, he started searching for some clues to that horrible crime. 	B
2243	I also worked as a helper on a summer camp for primary schoolchildren in Canada last summer. 	B
2244	I can remember one which happened to me last year, during the Christmas holiday. 	B
2245	He worked hard for quite a long time to earn the money he needed. 	B
2246	I think it would be very helpful if I told you my own case. 	B
2247	It would be great if you sent me a free copy of the next edition of The Student Tourist Guidebook. 	B
2248	I would be grateful if you gave me this job. 	B
2249	So, I wondered if you could introduce me to somebody who knows how to use a camera, so that I will be able to record my trip for you. 	B
2250	I wanted to know if the rooms are single or double, if they have showers and if there is room service. B Secondly, I also wanted to know if there is a gym in the hotel ?  	B
2251	First of all, I wanted to thank you for giving me the first prize in your competition. 	B
2252	The companies I found at the trade fair were very varied. Not only did I find high-technology companies, but also shoemakers, advertisement companies and plane manufacturers to name but a few. 	C
2253	Not only didn't we travel 5000 miles in 30 days, as you had advertised, but also we stayed 8 days in just one place, which had nothing interesting to see except a church. 	C
2254	Not only didn't I learn any new grammar but also I couldn't enrich my vocabulary. 	C
2255	Did you spot the fact that what is expected from us in Tall Trees Campsite is to help in organising the entertainment? 	C
2256	How did it turn out then? 	C
2257	I told you about Peter and Mary, didn't I? 	C
2258	Didn't we all dream of being famous once in our lives? 	C
2259	Following advice from a friend, I purchased the English version of your product, only to find out its quality did not match the promises made in your advertisement. 	C
2260	After having discussed this subject with the other member, we came up with the following decisions. First of all ?  	C
2261	We did reach the target figure and we have sent about 85 percent of the money to the hospital. 	C
2262	 We did have 34 games and one stall with beverages and snacks. 	C
2263	"It is true that it did rain during the day but it was not a ""sudden downpour"",  as you wrote. It was more a small shower ?  "	C
2264	I understand you are quite concerned about the matter and I thought it would be a good idea to let you know what is really going on. 	C
2265	The reason why I'm writing to you is that I thought you might be interested in writing about a special dish from your country for the international cookbook. 	C
2266	I have been thinking about your letter. 	B
2267	We've been studying together since grade one. 	B
2268	The letter was from my brother, who has been living in New York since he graduated from university. 	B
2269	Have you been thinking about it a lot?! 	B
2270	What have you been doing? 	B
2271	 ? how long have you been playing them? 	B
